score_id,student_id,course_id,assignment_id,date_submitted,submission_status,points_possible,points_earned,missing_flag,late_flag
AS-STU2026015-HW17,STU2026015,ALG1-A,HW17,2026-10-27,Submitted,20,17.0,No,No
AS-STU2026015-HW18,STU2026015,ALG1-A,HW18,2026-10-29,Submitted,10,6.4,No,No
AS-STU2026016-HW01,STU2026016,ALG1-A,HW01,,Missing,20,0,Yes,No
AS-STU2026016-HW02,STU2026016,ALG1-A,HW02,2026-09-15,Submitted,10,5.4,No,No
AS-STU2026016-HW03,STU2026016,ALG1-A,HW03,,Missing,20,0,Yes,No
AS-STU2026016-HW04,STU2026016,ALG1-A,HW04,2026-09-21,Late,20,12.2,No,Yes
AS-STU2026016-HW05,STU2026016,ALG1-A,HW05,2026-09-23,Submitted,20,13.8,No,No
AS-STU2026016-HW06,STU2026016,ALG1-A,HW06,2026-09-25,Submitted,20,11.4,No,No
AS-STU2026016-HW07,STU2026016,ALG1-A,HW07,2026-09-29,Submitted,10,6.9,No,No
AS-STU2026016-HW08,STU2026016,ALG1-A,HW08,2026-10-01,Submitted,20,10.8,No,No
AS-STU2026016-HW09,STU2026016,ALG1-A,HW09,,Missing,20,0,Yes,No
AS-STU2026016-HW10,STU2026016,ALG1-A,HW10,2026-10-07,Submitted,15,8.3,No,No
AS-STU2026016-HW11,STU2026016,ALG1-A,HW11,,Missing,20,0,Yes,No
AS-STU2026016-HW12,STU2026016,ALG1-A,HW12,,Missing,20,0,Yes,No
AS-STU2026016-HW13,STU2026016,ALG1-A,HW13,2026-10-15,Submitted,20,15.0,No,No
AS-STU2026016-HW14,STU2026016,ALG1-A,HW14,2026-10-19,Submitted,10,8.9,No,No
AS-STU2026016-HW15,STU2026016,ALG1-A,HW15,,Missing,20,0,Yes,No
AS-STU2026016-HW16,STU2026016,ALG1-A,HW16,,Missing,20,0,Yes,No
AS-STU2026016-HW17,STU2026016,ALG1-A,HW17,,Missing,20,0,Yes,No
AS-STU2026016-HW18,STU2026016,ALG1-A,HW18,2026-10-29,Submitted,10,8.7,No,No
AS-STU2026017-HW01,STU2026017,ALG1-A,HW01,2026-09-11,Submitted,20,18.7,No,No
AS-STU2026017-HW02,STU2026017,ALG1-A,HW02,2026-09-15,Submitted,10,7.6,No,No
AS-STU2026017-HW03,STU2026017,ALG1-A,HW03,2026-09-17,Submitted,20,13.7,No,No
AS-STU2026017-HW04,STU2026017,ALG1-A,HW04,2026-09-21,Submitted,20,19.1,No,No
AS-STU2026017-HW05,STU2026017,ALG1-A,HW05,2026-09-23,Submitted,20,19.7,No,No
AS-STU2026017-HW06,STU2026017,ALG1-A,HW06,2026-09-25,Submitted,20,17.7,No,No
AS-STU2026017-HW07,STU2026017,ALG1-A,HW07,2026-09-29,Submitted,10,7.5,No,No
AS-STU2026017-HW08,STU2026017,ALG1-A,HW08,2026-10-01,Submitted,20,13.4,No,No
AS-STU2026017-HW09,STU2026017,ALG1-A,HW09,2026-10-05,Submitted,20,19.9,No,No
AS-STU2026017-HW10,STU2026017,ALG1-A,HW10,2026-10-07,Submitted,15,12.0,No,No
AS-STU2026017-HW11,STU2026017,ALG1-A,HW11,2026-10-09,Submitted,20,14.7,No,No
AS-STU2026017-HW12,STU2026017,ALG1-A,HW12,2026-10-13,Submitted,20,17.4,No,No
AS-STU2026017-HW13,STU2026017,ALG1-A,HW13,2026-10-15,Submitted,20,16.7,No,No
AS-STU2026017-HW14,STU2026017,ALG1-A,HW14,2026-10-19,Submitted,10,8.8,No,No
AS-STU2026017-HW15,STU2026017,ALG1-A,HW15,2026-10-21,Submitted,20,20.0,No,No
AS-STU2026017-HW16,STU2026017,ALG1-A,HW16,2026-10-23,Submitted,20,20.0,No,No
AS-STU2026017-HW17,STU2026017,ALG1-A,HW17,2026-10-27,Submitted,20,17.0,No,No
AS-STU2026017-HW18,STU2026017,ALG1-A,HW18,2026-10-29,Submitted,10,9.9,No,No
AS-STU2026018-HW01,STU2026018,ALG1-A,HW01,,Missing,20,0,Yes,No
AS-STU2026018-HW02,STU2026018,ALG1-A,HW02,2026-09-15,Submitted,10,8.3,No,No
AS-STU2026018-HW03,STU2026018,ALG1-A,HW03,2026-09-20,Late,20,13.1,No,Yes
AS-STU2026018-HW04,STU2026018,ALG1-A,HW04,2026-09-21,Submitted,20,15.3,No,No
AS-STU2026018-HW05,STU2026018,ALG1-A,HW05,2026-09-24,Late,20,15.6,No,Yes
AS-STU2026018-HW06,STU2026018,ALG1-A,HW06,2026-09-25,Submitted,20,16.1,No,No
AS-STU2026018-HW07,STU2026018,ALG1-A,HW07,2026-09-29,Submitted,10,7.6,No,No
AS-STU2026018-HW08,STU2026018,ALG1-A,HW08,2026-10-01,Submitted,20,10.0,No,No
AS-STU2026018-HW09,STU2026018,ALG1-A,HW09,2026-10-07,Late,20,12.5,No,Yes
AS-STU2026018-HW10,STU2026018,ALG1-A,HW10,2026-10-07,Submitted,15,10.4,No,No
AS-STU2026018-HW11,STU2026018,ALG1-A,HW11,2026-10-09,Submitted,20,12.8,No,No
AS-STU2026018-HW12,STU2026018,ALG1-A,HW12,2026-10-13,Submitted,20,16.4,No,No
AS-STU2026018-HW13,STU2026018,ALG1-A,HW13,2026-10-15,Submitted,20,13.1,No,No
AS-STU2026018-HW14,STU2026018,ALG1-A,HW14,2026-10-19,Submitted,10,7.3,No,No
AS-STU2026018-HW15,STU2026018,ALG1-A,HW15,2026-10-21,Submitted,20,14.2,No,No
AS-STU2026018-HW16,STU2026018,ALG1-A,HW16,,Missing,20,0,Yes,No
AS-STU2026018-HW17,STU2026018,ALG1-A,HW17,2026-10-27,Submitted,20,11.3,No,No
AS-STU2026018-HW18,STU2026018,ALG1-A,HW18,2026-10-29,Submitted,10,6.4,No,No
AS-STU2026019-HW01,STU2026019,ALG1-A,HW01,2026-09-11,Submitted,20,7.0,No,No
AS-STU2026019-HW02,STU2026019,ALG1-A,HW02,2026-09-15,Submitted,10,7.2,No,No
AS-STU2026019-HW03,STU2026019,ALG1-A,HW03,2026-09-17,Submitted,20,7.0,No,No
AS-STU2026019-HW04,STU2026019,ALG1-A,HW04,2026-09-21,Submitted,20,9.2,No,No
AS-STU2026019-HW05,STU2026019,ALG1-A,HW05,,Missing,20,0,Yes,No
AS-STU2026019-HW06,STU2026019,ALG1-A,HW06,2026-09-25,Submitted,20,7.0,No,No
AS-STU2026019-HW07,STU2026019,ALG1-A,HW07,2026-09-29,Submitted,10,5.8,No,No
AS-STU2026019-HW08,STU2026019,ALG1-A,HW08,2026-10-01,Submitted,20,8.6,No,No
AS-STU2026019-HW09,STU2026019,ALG1-A,HW09,2026-10-05,Submitted,20,8.8,No,No
AS-STU2026019-HW10,STU2026019,ALG1-A,HW10,2026-10-07,Submitted,15,6.4,No,No
AS-STU2026019-HW11,STU2026019,ALG1-A,HW11,,Missing,20,0,Yes,No
AS-STU2026019-HW12,STU2026019,ALG1-A,HW12,,Missing,20,0,Yes,No
AS-STU2026019-HW13,STU2026019,ALG1-A,HW13,2026-10-15,Submitted,20,9.7,No,No
AS-STU2026019-HW14,STU2026019,ALG1-A,HW14,2026-10-19,Submitted,10,3.5,No,No
AS-STU2026019-HW15,STU2026019,ALG1-A,HW15,,Missing,20,0,Yes,No
AS-STU2026019-HW16,STU2026019,ALG1-A,HW16,2026-10-23,Submitted,20,9.1,No,No
AS-STU2026019-HW17,STU2026019,ALG1-A,HW17,2026-10-27,Submitted,20,11.1,No,No
AS-STU2026019-HW18,STU2026019,ALG1-A,HW18,2026-10-29,Submitted,10,5.3,No,No
AS-STU2026020-HW01,STU2026020,ALG1-A,HW01,2026-09-11,Submitted,20,18.6,No,No
AS-STU2026020-HW02,STU2026020,ALG1-A,HW02,,Missing,10,0,Yes,No
AS-STU2026020-HW03,STU2026020,ALG1-A,HW03,2026-09-19,Late,20,14.1,No,Yes
AS-STU2026020-HW04,STU2026020,ALG1-A,HW04,,Missing,20,0,Yes,No
AS-STU2026020-HW05,STU2026020,ALG1-A,HW05,2026-09-23,Submitted,20,18.1,No,No
AS-STU2026020-HW06,STU2026020,ALG1-A,HW06,2026-09-25,Submitted,20,16.4,No,No
AS-STU2026020-HW07,STU2026020,ALG1-A,HW07,2026-09-29,Submitted,10,6.6,No,No
AS-STU2026020-HW08,STU2026020,ALG1-A,HW08,2026-10-01,Submitted,20,17.2,No,No
AS-STU2026020-HW09,STU2026020,ALG1-A,HW09,2026-10-05,Submitted,20,13.5,No,No
AS-STU2026020-HW10,STU2026020,ALG1-A,HW10,2026-10-07,Submitted,15,14.3,No,No
AS-STU2026020-HW11,STU2026020,ALG1-A,HW11,2026-10-10,Late,20,14.3,No,Yes
AS-STU2026020-HW12,STU2026020,ALG1-A,HW12,,Missing,20,0,Yes,No
AS-STU2026020-HW13,STU2026020,ALG1-A,HW13,2026-10-15,Late,20,13.0,No,Yes
AS-STU2026020-HW14,STU2026020,ALG1-A,HW14,2026-10-19,Submitted,10,6.6,No,No
AS-STU2026020-HW15,STU2026020,ALG1-A,HW15,2026-10-22,Late,20,15.8,No,Yes
AS-STU2026020-HW16,STU2026020,ALG1-A,HW16,2026-10-24,Late,20,13.7,No,Yes
AS-STU2026020-HW17,STU2026020,ALG1-A,HW17,,Missing,20,0,Yes,No
AS-STU2026020-HW18,STU2026020,ALG1-A,HW18,2026-10-29,Submitted,10,5.5,No,No
AS-STU2026021-HW01,STU2026021,ALG1-A,HW01,2026-09-11,Submitted,20,19.6,No,No
AS-STU2026021-HW02,STU2026021,ALG1-A,HW02,2026-09-15,Submitted,10,9.8,No,No
AS-STU2026021-HW03,STU2026021,ALG1-A,HW03,2026-09-17,Submitted,20,18.8,No,No
AS-STU2026021-HW04,STU2026021,ALG1-A,HW04,2026-09-21,Submitted,20,16.8,No,No
AS-STU2026021-HW05,STU2026021,ALG1-A,HW05,2026-09-23,Submitted,20,17.7,No,No
AS-STU2026021-HW06,STU2026021,ALG1-A,HW06,2026-09-25,Submitted,20,14.6,No,No
AS-STU2026021-HW07,STU2026021,ALG1-A,HW07,2026-09-29,Submitted,10,9.6,No,No
AS-STU2026021-HW08,STU2026021,ALG1-A,HW08,2026-10-01,Submitted,20,15.9,No,No
AS-STU2026021-HW09,STU2026021,ALG1-A,HW09,2026-10-05,Submitted,20,19.0,No,No
AS-STU2026021-HW10,STU2026021,ALG1-A,HW10,,Missing,15,0,Yes,No
AS-STU2026021-HW11,STU2026021,ALG1-A,HW11,2026-10-09,Submitted,20,17.7,No,No
AS-STU2026021-HW12,STU2026021,ALG1-A,HW12,2026-10-13,Submitted,20,18.2,No,No
AS-STU2026021-HW13,STU2026021,ALG1-A,HW13,2026-10-15,Submitted,20,20.0,No,No
AS-STU2026021-HW14,STU2026021,ALG1-A,HW14,2026-10-19,Submitted,10,7.0,No,No
AS-STU2026021-HW15,STU2026021,ALG1-A,HW15,2026-10-22,Late,20,15.5,No,Yes
AS-STU2026021-HW16,STU2026021,ALG1-A,HW16,2026-10-23,Submitted,20,17.2,No,No
AS-STU2026021-HW17,STU2026021,ALG1-A,HW17,2026-10-27,Submitted,20,14.5,No,No
AS-STU2026021-HW18,STU2026021,ALG1-A,HW18,2026-10-29,Submitted,10,7.6,No,No
AS-STU2026022-HW01,STU2026022,ALG1-A,HW01,2026-09-11,Submitted,20,12.8,No,No
AS-STU2026022-HW02,STU2026022,ALG1-A,HW02,2026-09-15,Submitted,10,8.0,No,No
AS-STU2026022-HW03,STU2026022,ALG1-A,HW03,2026-09-17,Submitted,20,14.9,No,No
AS-STU2026022-HW04,STU2026022,ALG1-A,HW04,2026-09-21,Submitted,20,15.0,No,No
AS-STU2026022-HW05,STU2026022,ALG1-A,HW05,2026-09-23,Submitted,20,18.7,No,No
AS-STU2026022-HW06,STU2026022,ALG1-A,HW06,2026-09-27,Late,20,13.9,No,Yes
AS-STU2026022-HW07,STU2026022,ALG1-A,HW07,2026-09-29,Submitted,10,7.6,No,No
AS-STU2026022-HW08,STU2026022,ALG1-A,HW08,2026-10-01,Submitted,20,11.6,No,No
AS-STU2026022-HW09,STU2026022,ALG1-A,HW09,2026-10-05,Submitted,20,16.3,No,No
AS-STU2026022-HW10,STU2026022,ALG1-A,HW10,2026-10-07,Submitted,15,8.9,No,No
AS-STU2026022-HW11,STU2026022,ALG1-A,HW11,2026-10-09,Submitted,20,15.4,No,No
AS-STU2026022-HW12,STU2026022,ALG1-A,HW12,2026-10-13,Submitted,20,12.2,No,No
AS-STU2026022-HW13,STU2026022,ALG1-A,HW13,2026-10-15,Submitted,20,15.5,No,No
AS-STU2026022-HW14,STU2026022,ALG1-A,HW14,2026-10-19,Submitted,10,7.1,No,No
AS-STU2026022-HW15,STU2026022,ALG1-A,HW15,2026-10-21,Submitted,20,17.5,No,No
AS-STU2026022-HW16,STU2026022,ALG1-A,HW16,2026-10-25,Late,20,12.7,No,Yes
AS-STU2026022-HW17,STU2026022,ALG1-A,HW17,2026-10-27,Submitted,20,11.9,No,No
AS-STU2026022-HW18,STU2026022,ALG1-A,HW18,2026-10-29,Submitted,10,9.7,No,No
AS-STU2026023-HW01,STU2026023,ALG1-A,HW01,2026-09-13,Late,20,14.2,No,Yes
AS-STU2026023-HW02,STU2026023,ALG1-A,HW02,2026-09-15,Submitted,10,6.1,No,No
AS-STU2026023-HW03,STU2026023,ALG1-A,HW03,2026-09-18,Late,20,13.8,No,Yes
AS-STU2026023-HW04,STU2026023,ALG1-A,HW04,2026-09-21,Submitted,20,15.5,No,No
AS-STU2026023-HW05,STU2026023,ALG1-A,HW05,2026-09-23,Submitted,20,17.5,No,No
AS-STU2026023-HW06,STU2026023,ALG1-A,HW06,2026-09-25,Submitted,20,20.0,No,No
AS-STU2026023-HW07,STU2026023,ALG1-A,HW07,2026-09-29,Submitted,10,5.2,No,No
AS-STU2026023-HW08,STU2026023,ALG1-A,HW08,,Missing,20,0,Yes,No
AS-STU2026023-HW09,STU2026023,ALG1-A,HW09,,Missing,20,0,Yes,No
AS-STU2026023-HW10,STU2026023,ALG1-A,HW10,2026-10-07,Submitted,15,12.6,No,No
AS-STU2026023-HW11,STU2026023,ALG1-A,HW11,2026-10-09,Submitted,20,15.3,No,No
AS-STU2026023-HW12,STU2026023,ALG1-A,HW12,2026-10-13,Submitted,20,11.6,No,No
AS-STU2026023-HW13,STU2026023,ALG1-A,HW13,2026-10-15,Submitted,20,15.0,No,No
AS-STU2026023-HW14,STU2026023,ALG1-A,HW14,2026-10-19,Submitted,10,6.7,No,No
AS-STU2026023-HW15,STU2026023,ALG1-A,HW15,2026-10-21,Submitted,20,15.6,No,No
AS-STU2026023-HW16,STU2026023,ALG1-A,HW16,2026-10-23,Submitted,20,14.7,No,No
AS-STU2026023-HW17,STU2026023,ALG1-A,HW17,2026-10-27,Submitted,20,15.2,No,No
AS-STU2026023-HW18,STU2026023,ALG1-A,HW18,2026-10-29,Submitted,10,5.3,No,No
AS-STU2026024-HW01,STU2026024,ALG1-A,HW01,2026-09-11,Submitted,20,11.4,No,No
AS-STU2026024-HW02,STU2026024,ALG1-A,HW02,2026-09-15,Submitted,10,7.7,No,No
AS-STU2026024-HW03,STU2026024,ALG1-A,HW03,,Missing,20,0,Yes,No
AS-STU2026024-HW04,STU2026024,ALG1-A,HW04,2026-09-22,Late,20,8.0,No,Yes
AS-STU2026024-HW05,STU2026024,ALG1-A,HW05,2026-09-24,Late,20,9.3,No,Yes
AS-STU2026024-HW06,STU2026024,ALG1-A,HW06,2026-09-25,Submitted,20,18.8,No,No
AS-STU2026024-HW07,STU2026024,ALG1-A,HW07,2026-09-29,Submitted,10,4.7,No,No
AS-STU2026024-HW08,STU2026024,ALG1-A,HW08,2026-10-01,Submitted,20,17.5,No,No
AS-STU2026024-HW09,STU2026024,ALG1-A,HW09,2026-10-05,Submitted,20,16.6,No,No
AS-STU2026024-HW10,STU2026024,ALG1-A,HW10,,Missing,15,0,Yes,No
AS-STU2026024-HW11,STU2026024,ALG1-A,HW11,2026-10-09,Submitted,20,18.1,No,No
AS-STU2026024-HW12,STU2026024,ALG1-A,HW12,2026-10-13,Submitted,20,12.5,No,No
AS-STU2026024-HW13,STU2026024,ALG1-A,HW13,,Missing,20,0,Yes,No
AS-STU2026024-HW14,STU2026024,ALG1-A,HW14,2026-10-19,Submitted,10,5.8,No,No
AS-STU2026024-HW15,STU2026024,ALG1-A,HW15,2026-10-21,Submitted,20,9.9,No,No
AS-STU2026024-HW16,STU2026024,ALG1-A,HW16,,Missing,20,0,Yes,No
AS-STU2026024-HW17,STU2026024,ALG1-A,HW17,2026-10-27,Submitted,20,14.1,No,No
AS-STU2026024-HW18,STU2026024,ALG1-A,HW18,2026-11-01,Late,10,5.1,No,Yes
AS-STU2026025-HW01,STU2026025,ALG1-A,HW01,2026-09-11,Submitted,20,10.8,No,No
AS-STU2026025-HW02,STU2026025,ALG1-A,HW02,2026-09-15,Submitted,10,7.0,No,No
AS-STU2026025-HW03,STU2026025,ALG1-A,HW03,2026-09-17,Submitted,20,19.9,No,No
AS-STU2026025-HW04,STU2026025,ALG1-A,HW04,2026-09-21,Submitted,20,13.9,No,No
AS-STU2026025-HW05,STU2026025,ALG1-A,HW05,2026-09-23,Submitted,20,14.1,No,No
AS-STU2026025-HW06,STU2026025,ALG1-A,HW06,2026-09-25,Submitted,20,12.7,No,No
AS-STU2026025-HW07,STU2026025,ALG1-A,HW07,2026-09-29,Submitted,10,5.3,No,No
AS-STU2026025-HW08,STU2026025,ALG1-A,HW08,2026-10-01,Submitted,20,15.2,No,No
AS-STU2026025-HW09,STU2026025,ALG1-A,HW09,2026-10-05,Submitted,20,13.2,No,No
AS-STU2026025-HW10,STU2026025,ALG1-A,HW10,2026-10-07,Submitted,15,12.2,No,No
AS-STU2026025-HW11,STU2026025,ALG1-A,HW11,2026-10-09,Submitted,20,16.0,No,No
AS-STU2026025-HW12,STU2026025,ALG1-A,HW12,2026-10-13,Submitted,20,14.7,No,No
AS-STU2026025-HW13,STU2026025,ALG1-A,HW13,2026-10-15,Submitted,20,12.3,No,No
AS-STU2026025-HW14,STU2026025,ALG1-A,HW14,2026-10-19,Submitted,10,7.3,No,No
AS-STU2026025-HW15,STU2026025,ALG1-A,HW15,2026-10-21,Submitted,20,15.7,No,No
AS-STU2026025-HW16,STU2026025,ALG1-A,HW16,2026-10-23,Submitted,20,14.6,No,No
AS-STU2026025-HW17,STU2026025,ALG1-A,HW17,2026-10-27,Submitted,20,13.7,No,No
AS-STU2026025-HW18,STU2026025,ALG1-A,HW18,2026-10-29,Submitted,10,8.4,No,No
AS-STU2026026-HW01,STU2026026,ALG1-A,HW01,2026-09-11,Submitted,20,19.8,No,No
AS-STU2026026-HW02,STU2026026,ALG1-A,HW02,2026-09-15,Submitted,10,8.6,No,No
AS-STU2026026-HW03,STU2026026,ALG1-A,HW03,2026-09-17,Submitted,20,13.7,No,No
AS-STU2026026-HW04,STU2026026,ALG1-A,HW04,2026-09-21,Submitted,20,16.4,No,No
AS-STU2026026-HW05,STU2026026,ALG1-A,HW05,2026-09-23,Submitted,20,14.1,No,No
AS-STU2026026-HW06,STU2026026,ALG1-A,HW06,2026-09-25,Submitted,20,20.0,No,No
AS-STU2026026-HW07,STU2026026,ALG1-A,HW07,2026-09-29,Submitted,10,9.7,No,No
AS-STU2026026-HW08,STU2026026,ALG1-A,HW08,2026-10-01,Submitted,20,20.0,No,No
AS-STU2026026-HW09,STU2026026,ALG1-A,HW09,2026-10-06,Late,20,15.1,No,Yes
AS-STU2026026-HW10,STU2026026,ALG1-A,HW10,2026-10-07,Submitted,15,12.9,No,No
AS-STU2026026-HW11,STU2026026,ALG1-A,HW11,2026-10-09,Submitted,20,17.3,No,No
AS-STU2026026-HW12,STU2026026,ALG1-A,HW12,2026-10-13,Submitted,20,9.9,No,No
AS-STU2026026-HW13,STU2026026,ALG1-A,HW13,2026-10-15,Submitted,20,15.5,No,No
AS-STU2026026-HW14,STU2026026,ALG1-A,HW14,2026-10-19,Submitted,10,7.4,No,No
AS-STU2026026-HW15,STU2026026,ALG1-A,HW15,2026-10-21,Submitted,20,16.9,No,No
AS-STU2026026-HW16,STU2026026,ALG1-A,HW16,,Missing,20,0,Yes,No
AS-STU2026026-HW17,STU2026026,ALG1-A,HW17,2026-10-27,Submitted,20,20.0,No,No
AS-STU2026026-HW18,STU2026026,ALG1-A,HW18,2026-10-29,Submitted,10,8.7,No,No
AS-STU2026027-HW01,STU2026027,ALG1-A,HW01,2026-09-11,Submitted,20,17.4,No,No
AS-STU2026027-HW02,STU2026027,ALG1-A,HW02,2026-09-15,Submitted,10,7.5,No,No
AS-STU2026027-HW03,STU2026027,ALG1-A,HW03,2026-09-17,Submitted,20,14.1,No,No
AS-STU2026027-HW04,STU2026027,ALG1-A,HW04,2026-09-21,Submitted,20,14.3,No,No
AS-STU2026027-HW05,STU2026027,ALG1-A,HW05,2026-09-23,Submitted,20,13.2,No,No
AS-STU2026027-HW06,STU2026027,ALG1-A,HW06,2026-09-25,Submitted,20,12.2,No,No
AS-STU2026027-HW07,STU2026027,ALG1-A,HW07,2026-09-29,Submitted,10,7.6,No,No
AS-STU2026027-HW08,STU2026027,ALG1-A,HW08,2026-10-01,Submitted,20,13.7,No,No
AS-STU2026027-HW09,STU2026027,ALG1-A,HW09,2026-10-05,Submitted,20,12.3,No,No
AS-STU2026027-HW10,STU2026027,ALG1-A,HW10,2026-10-07,Submitted,15,10.9,No,No
AS-STU2026027-HW11,STU2026027,ALG1-A,HW11,,Missing,20,0,Yes,No
AS-STU2026027-HW12,STU2026027,ALG1-A,HW12,2026-10-13,Submitted,20,12.9,No,No
AS-STU2026027-HW13,STU2026027,ALG1-A,HW13,2026-10-15,Submitted,20,10.5,No,No
AS-STU2026027-HW14,STU2026027,ALG1-A,HW14,2026-10-19,Submitted,10,7.2,No,No
AS-STU2026027-HW15,STU2026027,ALG1-A,HW15,2026-10-23,Late,20,11.1,No,Yes
AS-STU2026027-HW16,STU2026027,ALG1-A,HW16,2026-10-23,Submitted,20,14.5,No,No
AS-STU2026027-HW17,STU2026027,ALG1-A,HW17,2026-10-27,Submitted,20,13.3,No,No
AS-STU2026027-HW18,STU2026027,ALG1-A,HW18,2026-10-29,Submitted,10,6.5,No,No
AS-STU2026028-HW01,STU2026028,ALG1-A,HW01,,Missing,20,0,Yes,No
AS-STU2026028-HW02,STU2026028,ALG1-A,HW02,2026-09-17,Late,10,6.6,No,Yes
AS-STU2026028-HW03,STU2026028,ALG1-A,HW03,,Missing,20,0,Yes,No
AS-STU2026028-HW04,STU2026028,ALG1-A,HW04,2026-09-21,Submitted,20,10.5,No,No
AS-STU2026028-HW05,STU2026028,ALG1-A,HW05,2026-09-23,Submitted,20,9.1,No,No
AS-STU2026028-HW06,STU2026028,ALG1-A,HW06,2026-09-25,Submitted,20,11.2,No,No
AS-STU2026028-HW07,STU2026028,ALG1-A,HW07,2026-09-29,Submitted,10,4.5,No,No
AS-STU2026028-HW08,STU2026028,ALG1-A,HW08,2026-10-01,Submitted,20,18.5,No,No
AS-STU2026028-HW09,STU2026028,ALG1-A,HW09,,Missing,20,0,Yes,No
AS-STU2026028-HW10,STU2026028,ALG1-A,HW10,2026-10-09,Late,15,8.4,No,Yes
AS-STU2026028-HW11,STU2026028,ALG1-A,HW11,2026-10-09,Submitted,20,9.2,No,No
AS-STU2026028-HW12,STU2026028,ALG1-A,HW12,,Missing,20,0,Yes,No
AS-STU2026028-HW13,STU2026028,ALG1-A,HW13,2026-10-16,Late,20,11.7,No,Yes
AS-STU2026028-HW14,STU2026028,ALG1-A,HW14,,Missing,10,0,Yes,No
AS-STU2026028-HW15,STU2026028,ALG1-A,HW15,2026-10-21,Submitted,20,11.4,No,No
AS-STU2026028-HW16,STU2026028,ALG1-A,HW16,2026-10-23,Submitted,20,11.1,No,No
AS-STU2026028-HW17,STU2026028,ALG1-A,HW17,,Missing,20,0,Yes,No
AS-STU2026028-HW18,STU2026028,ALG1-A,HW18,,Missing,10,0,Yes,No
AS-STU2026029-HW01,STU2026029,ALG1-A,HW01,2026-09-11,Submitted,20,18.1,No,No
AS-STU2026029-HW02,STU2026029,ALG1-A,HW02,2026-09-15,Submitted,10,5.6,No,No
AS-STU2026029-HW03,STU2026029,ALG1-A,HW03,2026-09-17,Submitted,20,16.4,No,No
AS-STU2026029-HW04,STU2026029,ALG1-A,HW04,2026-09-21,Submitted,20,17.1,No,No
AS-STU2026029-HW05,STU2026029,ALG1-A,HW05,2026-09-23,Late,20,14.2,No,Yes
AS-STU2026029-HW06,STU2026029,ALG1-A,HW06,,Missing,20,0,Yes,No
AS-STU2026029-HW07,STU2026029,ALG1-A,HW07,,Missing,10,0,Yes,No
AS-STU2026029-HW08,STU2026029,ALG1-A,HW08,2026-10-01,Submitted,20,18.3,No,No
AS-STU2026029-HW09,STU2026029,ALG1-A,HW09,2026-10-05,Submitted,20,20.0,No,No
AS-STU2026029-HW10,STU2026029,ALG1-A,HW10,2026-10-07,Submitted,15,13.5,No,No
AS-STU2026029-HW11,STU2026029,ALG1-A,HW11,2026-10-09,Submitted,20,14.4,No,No
AS-STU2026029-HW12,STU2026029,ALG1-A,HW12,,Missing,20,0,Yes,No
AS-STU2026029-HW13,STU2026029,ALG1-A,HW13,2026-10-15,Submitted,20,14.5,No,No
AS-STU2026029-HW14,STU2026029,ALG1-A,HW14,2026-10-19,Submitted,10,9.7,No,No
AS-STU2026029-HW15,STU2026029,ALG1-A,HW15,2026-10-21,Submitted,20,19.2,No,No
AS-STU2026029-HW16,STU2026029,ALG1-A,HW16,2026-10-23,Submitted,20,15.7,No,No
AS-STU2026029-HW17,STU2026029,ALG1-A,HW17,2026-10-27,Submitted,20,18.6,No,No
AS-STU2026029-HW18,STU2026029,ALG1-A,HW18,2026-10-29,Submitted,10,7.8,No,No
AS-STU2026030-HW01,STU2026030,ALG1-A,HW01,2026-09-11,Submitted,20,19.8,No,No
AS-STU2026030-HW02,STU2026030,ALG1-A,HW02,2026-09-15,Submitted,10,9.6,No,No
AS-STU2026030-HW03,STU2026030,ALG1-A,HW03,,Missing,20,0,Yes,No
AS-STU2026030-HW04,STU2026030,ALG1-A,HW04,,Missing,20,0,Yes,No
AS-STU2026030-HW05,STU2026030,ALG1-A,HW05,2026-09-26,Late,20,15.0,No,Yes
AS-STU2026030-HW06,STU2026030,ALG1-A,HW06,,Missing,20,0,Yes,No
AS-STU2026030-HW07,STU2026030,ALG1-A,HW07,,Missing,10,0,Yes,No
AS-STU2026030-HW08,STU2026030,ALG1-A,HW08,2026-10-01,Submitted,20,15.4,No,No
AS-STU2026030-HW09,STU2026030,ALG1-A,HW09,2026-10-05,Submitted,20,16.7,No,No
AS-STU2026030-HW10,STU2026030,ALG1-A,HW10,2026-10-07,Submitted,15,11.0,No,No
AS-STU2026030-HW11,STU2026030,ALG1-A,HW11,2026-10-09,Submitted,20,20.0,No,No
AS-STU2026030-HW12,STU2026030,ALG1-A,HW12,2026-10-13,Submitted,20,19.9,No,No
AS-STU2026030-HW13,STU2026030,ALG1-A,HW13,2026-10-15,Submitted,20,20.0,No,No
AS-STU2026030-HW14,STU2026030,ALG1-A,HW14,2026-10-22,Late,10,8.1,No,Yes
AS-STU2026030-HW15,STU2026030,ALG1-A,HW15,2026-10-21,Submitted,20,15.8,No,No
AS-STU2026030-HW16,STU2026030,ALG1-A,HW16,2026-10-23,Submitted,20,20.0,No,No
AS-STU2026030-HW17,STU2026030,ALG1-A,HW17,2026-10-27,Submitted,20,14.4,No,No
AS-STU2026030-HW18,STU2026030,ALG1-A,HW18,2026-10-29,Submitted,10,8.9,No,No
AS-STU2026031-HW01,STU2026031,ALG1-A,HW01,2026-09-11,Submitted,20,10.4,No,No
