assessment_score_id,student_id,course_id,assessment_id,points_possible,points_earned,retake_flag
TS-STU2026131-ASM01,STU2026131,ALG1-D,ASM01,25,23.3,No
TS-STU2026131-ASM02,STU2026131,ALG1-D,ASM02,25,25.0,No
TS-STU2026131-ASM03,STU2026131,ALG1-D,ASM03,25,24.3,No
TS-STU2026131-ASM04,STU2026131,ALG1-D,ASM04,100,93.2,No
TS-STU2026131-ASM05,STU2026131,ALG1-D,ASM05,25,20.4,No
TS-STU2026131-ASM06,STU2026131,ALG1-D,ASM06,25,25.0,No
TS-STU2026131-ASM07,STU2026131,ALG1-D,ASM07,25,19.3,Yes
TS-STU2026131-ASM08,STU2026131,ALG1-D,ASM08,100,90.9,No
TS-STU2026132-ASM01,STU2026132,ALG1-D,ASM01,25,18.3,Yes
TS-STU2026132-ASM02,STU2026132,ALG1-D,ASM02,25,18.7,No
TS-STU2026132-ASM03,STU2026132,ALG1-D,ASM03,25,18.8,No
TS-STU2026132-ASM04,STU2026132,ALG1-D,ASM04,100,64.1,No
TS-STU2026132-ASM05,STU2026132,ALG1-D,ASM05,25,19.3,No
TS-STU2026132-ASM06,STU2026132,ALG1-D,ASM06,25,15.5,No
TS-STU2026132-ASM07,STU2026132,ALG1-D,ASM07,25,15.5,No
TS-STU2026132-ASM08,STU2026132,ALG1-D,ASM08,100,52.7,No
TS-STU2026133-ASM01,STU2026133,ALG1-D,ASM01,25,19.9,No
TS-STU2026133-ASM02,STU2026133,ALG1-D,ASM02,25,25.0,No
TS-STU2026133-ASM03,STU2026133,ALG1-D,ASM03,25,22.4,No
TS-STU2026133-ASM04,STU2026133,ALG1-D,ASM04,100,100.0,No
TS-STU2026133-ASM05,STU2026133,ALG1-D,ASM05,25,21.9,No
TS-STU2026133-ASM06,STU2026133,ALG1-D,ASM06,25,16.9,Yes
TS-STU2026133-ASM07,STU2026133,ALG1-D,ASM07,25,20.0,No
TS-STU2026133-ASM08,STU2026133,ALG1-D,ASM08,100,99.6,No
TS-STU2026134-ASM01,STU2026134,ALG1-D,ASM01,25,25.0,No
TS-STU2026134-ASM02,STU2026134,ALG1-D,ASM02,25,24.8,No
TS-STU2026134-ASM03,STU2026134,ALG1-D,ASM03,25,23.2,No
TS-STU2026134-ASM04,STU2026134,ALG1-D,ASM04,100,83.0,No
TS-STU2026134-ASM05,STU2026134,ALG1-D,ASM05,25,23.5,No
TS-STU2026134-ASM06,STU2026134,ALG1-D,ASM06,25,21.2,No
TS-STU2026134-ASM07,STU2026134,ALG1-D,ASM07,25,22.7,No
TS-STU2026134-ASM08,STU2026134,ALG1-D,ASM08,100,90.3,No
TS-STU2026135-ASM01,STU2026135,ALG1-D,ASM01,25,15.1,No
TS-STU2026135-ASM02,STU2026135,ALG1-D,ASM02,25,15.6,No
TS-STU2026135-ASM03,STU2026135,ALG1-D,ASM03,25,12.8,No
TS-STU2026135-ASM04,STU2026135,ALG1-D,ASM04,100,44.8,No
TS-STU2026135-ASM05,STU2026135,ALG1-D,ASM05,25,9.1,No
TS-STU2026135-ASM06,STU2026135,ALG1-D,ASM06,25,16.7,Yes
TS-STU2026135-ASM07,STU2026135,ALG1-D,ASM07,25,13.2,No
TS-STU2026135-ASM08,STU2026135,ALG1-D,ASM08,100,71.7,No
TS-STU2026136-ASM01,STU2026136,ALG1-D,ASM01,25,15.9,Yes
TS-STU2026136-ASM02,STU2026136,ALG1-D,ASM02,25,18.6,No
TS-STU2026136-ASM03,STU2026136,ALG1-D,ASM03,25,19.7,No
TS-STU2026136-ASM04,STU2026136,ALG1-D,ASM04,100,85.4,No
TS-STU2026136-ASM05,STU2026136,ALG1-D,ASM05,25,17.7,Yes
TS-STU2026136-ASM06,STU2026136,ALG1-D,ASM06,25,24.8,No
TS-STU2026136-ASM07,STU2026136,ALG1-D,ASM07,25,18.5,No
TS-STU2026136-ASM08,STU2026136,ALG1-D,ASM08,100,74.0,No
TS-STU2026137-ASM01,STU2026137,ALG1-D,ASM01,25,23.6,No
TS-STU2026137-ASM02,STU2026137,ALG1-D,ASM02,25,19.0,No
TS-STU2026137-ASM03,STU2026137,ALG1-D,ASM03,25,20.1,No
TS-STU2026137-ASM04,STU2026137,ALG1-D,ASM04,100,85.5,No
TS-STU2026137-ASM05,STU2026137,ALG1-D,ASM05,25,25.0,No
TS-STU2026137-ASM06,STU2026137,ALG1-D,ASM06,25,19.7,No
TS-STU2026137-ASM07,STU2026137,ALG1-D,ASM07,25,21.6,Yes
TS-STU2026137-ASM08,STU2026137,ALG1-D,ASM08,100,100.0,No
TS-STU2026138-ASM01,STU2026138,ALG1-D,ASM01,25,14.2,No
TS-STU2026138-ASM02,STU2026138,ALG1-D,ASM02,25,16.5,No
TS-STU2026138-ASM03,STU2026138,ALG1-D,ASM03,25,15.3,No
TS-STU2026138-ASM04,STU2026138,ALG1-D,ASM04,100,71.8,No
TS-STU2026138-ASM05,STU2026138,ALG1-D,ASM05,25,13.3,No
TS-STU2026138-ASM06,STU2026138,ALG1-D,ASM06,25,17.3,No
TS-STU2026138-ASM07,STU2026138,ALG1-D,ASM07,25,18.4,No
TS-STU2026138-ASM08,STU2026138,ALG1-D,ASM08,100,80.1,No
TS-STU2026139-ASM01,STU2026139,ALG1-D,ASM01,25,19.2,No
TS-STU2026139-ASM02,STU2026139,ALG1-D,ASM02,25,11.1,No
TS-STU2026139-ASM03,STU2026139,ALG1-D,ASM03,25,12.0,No
TS-STU2026139-ASM04,STU2026139,ALG1-D,ASM04,100,55.4,No
TS-STU2026139-ASM05,STU2026139,ALG1-D,ASM05,25,17.3,No
TS-STU2026139-ASM06,STU2026139,ALG1-D,ASM06,25,9.3,No
TS-STU2026139-ASM07,STU2026139,ALG1-D,ASM07,25,11.1,Yes
TS-STU2026139-ASM08,STU2026139,ALG1-D,ASM08,100,54.2,Yes
TS-STU2026140-ASM01,STU2026140,ALG1-D,ASM01,25,18.1,No
TS-STU2026140-ASM02,STU2026140,ALG1-D,ASM02,25,20.3,No
TS-STU2026140-ASM03,STU2026140,ALG1-D,ASM03,25,23.0,No
TS-STU2026140-ASM04,STU2026140,ALG1-D,ASM04,100,73.9,No
TS-STU2026140-ASM05,STU2026140,ALG1-D,ASM05,25,15.4,No
TS-STU2026140-ASM06,STU2026140,ALG1-D,ASM06,25,19.6,No
TS-STU2026140-ASM07,STU2026140,ALG1-D,ASM07,25,21.8,Yes
TS-STU2026140-ASM08,STU2026140,ALG1-D,ASM08,100,76.0,No
TS-STU2026141-ASM01,STU2026141,ALG1-D,ASM01,25,16.9,No
TS-STU2026141-ASM02,STU2026141,ALG1-D,ASM02,25,15.7,No
TS-STU2026141-ASM03,STU2026141,ALG1-D,ASM03,25,11.8,No
TS-STU2026141-ASM04,STU2026141,ALG1-D,ASM04,100,55.6,No
TS-STU2026141-ASM05,STU2026141,ALG1-D,ASM05,25,17.9,No
TS-STU2026141-ASM06,STU2026141,ALG1-D,ASM06,25,13.0,No
TS-STU2026141-ASM07,STU2026141,ALG1-D,ASM07,25,18.8,No
TS-STU2026141-ASM08,STU2026141,ALG1-D,ASM08,100,66.4,No
TS-STU2026142-ASM01,STU2026142,ALG1-D,ASM01,25,16.5,No
TS-STU2026142-ASM02,STU2026142,ALG1-D,ASM02,25,14.8,No
TS-STU2026142-ASM03,STU2026142,ALG1-D,ASM03,25,15.6,No
TS-STU2026142-ASM04,STU2026142,ALG1-D,ASM04,100,71.2,No
TS-STU2026142-ASM05,STU2026142,ALG1-D,ASM05,25,17.3,No
TS-STU2026142-ASM06,STU2026142,ALG1-D,ASM06,25,16.5,No
TS-STU2026142-ASM07,STU2026142,ALG1-D,ASM07,25,20.4,No
TS-STU2026142-ASM08,STU2026142,ALG1-D,ASM08,100,39.7,No
TS-STU2026143-ASM01,STU2026143,ALG1-D,ASM01,25,25.0,No
TS-STU2026143-ASM02,STU2026143,ALG1-D,ASM02,25,16.1,No
TS-STU2026143-ASM03,STU2026143,ALG1-D,ASM03,25,22.8,No
TS-STU2026143-ASM04,STU2026143,ALG1-D,ASM04,100,91.1,No
TS-STU2026143-ASM05,STU2026143,ALG1-D,ASM05,25,19.2,No
TS-STU2026143-ASM06,STU2026143,ALG1-D,ASM06,25,21.1,No
TS-STU2026143-ASM07,STU2026143,ALG1-D,ASM07,25,23.3,Yes
TS-STU2026143-ASM08,STU2026143,ALG1-D,ASM08,100,85.6,No
TS-STU2026144-ASM01,STU2026144,ALG1-D,ASM01,25,22.9,No
TS-STU2026144-ASM02,STU2026144,ALG1-D,ASM02,25,16.4,No
TS-STU2026144-ASM03,STU2026144,ALG1-D,ASM03,25,19.6,No
TS-STU2026144-ASM04,STU2026144,ALG1-D,ASM04,100,64.8,No
TS-STU2026144-ASM05,STU2026144,ALG1-D,ASM05,25,21.7,No
TS-STU2026144-ASM06,STU2026144,ALG1-D,ASM06,25,23.1,No
TS-STU2026144-ASM07,STU2026144,ALG1-D,ASM07,25,18.2,No
TS-STU2026144-ASM08,STU2026144,ALG1-D,ASM08,100,83.0,No
TS-STU2026145-ASM01,STU2026145,ALG1-D,ASM01,25,20.3,No
TS-STU2026145-ASM02,STU2026145,ALG1-D,ASM02,25,18.4,No
TS-STU2026145-ASM03,STU2026145,ALG1-D,ASM03,25,25.0,No
TS-STU2026145-ASM04,STU2026145,ALG1-D,ASM04,100,74.0,No
TS-STU2026145-ASM05,STU2026145,ALG1-D,ASM05,25,21.0,No
TS-STU2026145-ASM06,STU2026145,ALG1-D,ASM06,25,23.7,Yes
TS-STU2026145-ASM07,STU2026145,ALG1-D,ASM07,25,18.7,No
TS-STU2026145-ASM08,STU2026145,ALG1-D,ASM08,100,84.4,No
TS-STU2026146-ASM01,STU2026146,ALG1-D,ASM01,25,13.0,No
TS-STU2026146-ASM02,STU2026146,ALG1-D,ASM02,25,11.9,No
TS-STU2026146-ASM03,STU2026146,ALG1-D,ASM03,25,12.6,No
TS-STU2026146-ASM04,STU2026146,ALG1-D,ASM04,100,62.4,No
TS-STU2026146-ASM05,STU2026146,ALG1-D,ASM05,25,16.7,Yes
TS-STU2026146-ASM06,STU2026146,ALG1-D,ASM06,25,18.9,No
TS-STU2026146-ASM07,STU2026146,ALG1-D,ASM07,25,13.3,No
TS-STU2026146-ASM08,STU2026146,ALG1-D,ASM08,100,62.5,No
TS-STU2026147-ASM01,STU2026147,ALG1-D,ASM01,25,22.3,No
TS-STU2026147-ASM02,STU2026147,ALG1-D,ASM02,25,23.1,No
TS-STU2026147-ASM03,STU2026147,ALG1-D,ASM03,25,23.0,Yes
TS-STU2026147-ASM04,STU2026147,ALG1-D,ASM04,100,75.8,No
TS-STU2026147-ASM05,STU2026147,ALG1-D,ASM05,25,22.9,No
TS-STU2026147-ASM06,STU2026147,ALG1-D,ASM06,25,19.4,Yes
TS-STU2026147-ASM07,STU2026147,ALG1-D,ASM07,25,19.5,No
TS-STU2026147-ASM08,STU2026147,ALG1-D,ASM08,100,94.3,No
TS-STU2026148-ASM01,STU2026148,ALG1-D,ASM01,25,21.3,No
TS-STU2026148-ASM02,STU2026148,ALG1-D,ASM02,25,17.3,No
TS-STU2026148-ASM03,STU2026148,ALG1-D,ASM03,25,17.4,No
TS-STU2026148-ASM04,STU2026148,ALG1-D,ASM04,100,71.3,No
TS-STU2026148-ASM05,STU2026148,ALG1-D,ASM05,25,14.8,No
TS-STU2026148-ASM06,STU2026148,ALG1-D,ASM06,25,15.3,No
TS-STU2026148-ASM07,STU2026148,ALG1-D,ASM07,25,17.9,No
TS-STU2026148-ASM08,STU2026148,ALG1-D,ASM08,100,73.0,No
TS-STU2026149-ASM01,STU2026149,ALG1-D,ASM01,25,13.4,No
TS-STU2026149-ASM02,STU2026149,ALG1-D,ASM02,25,15.0,Yes
TS-STU2026149-ASM03,STU2026149,ALG1-D,ASM03,25,16.1,No
TS-STU2026149-ASM04,STU2026149,ALG1-D,ASM04,100,86.4,No
TS-STU2026149-ASM05,STU2026149,ALG1-D,ASM05,25,22.2,No
TS-STU2026149-ASM06,STU2026149,ALG1-D,ASM06,25,14.7,No
TS-STU2026149-ASM07,STU2026149,ALG1-D,ASM07,25,18.8,No
TS-STU2026149-ASM08,STU2026149,ALG1-D,ASM08,100,80.8,No
TS-STU2026150-ASM01,STU2026150,ALG1-D,ASM01,25,17.6,No
TS-STU2026150-ASM02,STU2026150,ALG1-D,ASM02,25,23.0,No
TS-STU2026150-ASM03,STU2026150,ALG1-D,ASM03,25,19.6,No
TS-STU2026150-ASM04,STU2026150,ALG1-D,ASM04,100,80.2,No
TS-STU2026150-ASM05,STU2026150,ALG1-D,ASM05,25,21.4,No
TS-STU2026150-ASM06,STU2026150,ALG1-D,ASM06,25,23.0,No
TS-STU2026150-ASM07,STU2026150,ALG1-D,ASM07,25,23.1,No
TS-STU2026150-ASM08,STU2026150,ALG1-D,ASM08,100,81.7,No
TS-STU2026151-ASM01,STU2026151,ALG1-D,ASM01,25,15.7,No
TS-STU2026151-ASM02,STU2026151,ALG1-D,ASM02,25,22.7,No
TS-STU2026151-ASM03,STU2026151,ALG1-D,ASM03,25,13.0,No
TS-STU2026151-ASM04,STU2026151,ALG1-D,ASM04,100,59.5,Yes
TS-STU2026151-ASM05,STU2026151,ALG1-D,ASM05,25,16.4,No
TS-STU2026151-ASM06,STU2026151,ALG1-D,ASM06,25,10.8,No
TS-STU2026151-ASM07,STU2026151,ALG1-D,ASM07,25,10.9,No
TS-STU2026151-ASM08,STU2026151,ALG1-D,ASM08,100,66.9,No
TS-STU2026152-ASM01,STU2026152,ALG1-D,ASM01,25,19.9,No
TS-STU2026152-ASM02,STU2026152,ALG1-D,ASM02,25,21.8,No
TS-STU2026152-ASM03,STU2026152,ALG1-D,ASM03,25,21.8,No
TS-STU2026152-ASM04,STU2026152,ALG1-D,ASM04,100,87.6,Yes
TS-STU2026152-ASM05,STU2026152,ALG1-D,ASM05,25,20.9,No
TS-STU2026152-ASM06,STU2026152,ALG1-D,ASM06,25,19.4,No
TS-STU2026152-ASM07,STU2026152,ALG1-D,ASM07,25,17.6,Yes
TS-STU2026152-ASM08,STU2026152,ALG1-D,ASM08,100,90.9,No
TS-STU2026153-ASM01,STU2026153,ALG1-D,ASM01,25,13.4,No
TS-STU2026153-ASM02,STU2026153,ALG1-D,ASM02,25,10.6,No
TS-STU2026153-ASM03,STU2026153,ALG1-D,ASM03,25,17.1,No
TS-STU2026153-ASM04,STU2026153,ALG1-D,ASM04,100,42.7,No
TS-STU2026153-ASM05,STU2026153,ALG1-D,ASM05,25,12.0,No
TS-STU2026153-ASM06,STU2026153,ALG1-D,ASM06,25,11.5,No
TS-STU2026153-ASM07,STU2026153,ALG1-D,ASM07,25,15.4,No
TS-STU2026153-ASM08,STU2026153,ALG1-D,ASM08,100,53.3,No
TS-STU2026154-ASM01,STU2026154,ALG1-D,ASM01,25,25.0,No
TS-STU2026154-ASM02,STU2026154,ALG1-D,ASM02,25,24.8,No
TS-STU2026154-ASM03,STU2026154,ALG1-D,ASM03,25,21.7,No
TS-STU2026154-ASM04,STU2026154,ALG1-D,ASM04,100,100.0,No
TS-STU2026154-ASM05,STU2026154,ALG1-D,ASM05,25,23.1,No
TS-STU2026154-ASM06,STU2026154,ALG1-D,ASM06,25,19.6,Yes
TS-STU2026154-ASM07,STU2026154,ALG1-D,ASM07,25,25.0,No
TS-STU2026154-ASM08,STU2026154,ALG1-D,ASM08,100,83.6,No
TS-STU2026155-ASM01,STU2026155,ALG1-D,ASM01,25,14.9,No
TS-STU2026155-ASM02,STU2026155,ALG1-D,ASM02,25,19.4,Yes
TS-STU2026155-ASM03,STU2026155,ALG1-D,ASM03,25,18.2,No
TS-STU2026155-ASM04,STU2026155,ALG1-D,ASM04,100,71.1,No
TS-STU2026155-ASM05,STU2026155,ALG1-D,ASM05,25,18.7,Yes
TS-STU2026155-ASM06,STU2026155,ALG1-D,ASM06,25,20.0,Yes
TS-STU2026155-ASM07,STU2026155,ALG1-D,ASM07,25,18.4,No
TS-STU2026155-ASM08,STU2026155,ALG1-D,ASM08,100,91.8,No
TS-STU2026156-ASM01,STU2026156,ALG1-D,ASM01,25,15.7,No
TS-STU2026156-ASM02,STU2026156,ALG1-D,ASM02,25,15.3,No
TS-STU2026156-ASM03,STU2026156,ALG1-D,ASM03,25,16.4,No
TS-STU2026156-ASM04,STU2026156,ALG1-D,ASM04,100,82.8,No
TS-STU2026156-ASM05,STU2026156,ALG1-D,ASM05,25,16.3,No
TS-STU2026156-ASM06,STU2026156,ALG1-D,ASM06,25,19.6,No
TS-STU2026156-ASM07,STU2026156,ALG1-D,ASM07,25,16.8,No
TS-STU2026156-ASM08,STU2026156,ALG1-D,ASM08,100,76.5,Yes
TS-STU2026157-ASM01,STU2026157,ALG1-D,ASM01,25,14.2,No
TS-STU2026157-ASM02,STU2026157,ALG1-D,ASM02,25,17.9,Yes
TS-STU2026157-ASM03,STU2026157,ALG1-D,ASM03,25,13.5,No
TS-STU2026157-ASM04,STU2026157,ALG1-D,ASM04,100,47.9,No
TS-STU2026157-ASM05,STU2026157,ALG1-D,ASM05,25,12.8,No
TS-STU2026157-ASM06,STU2026157,ALG1-D,ASM06,25,13.7,No
TS-STU2026157-ASM07,STU2026157,ALG1-D,ASM07,25,14.5,No
TS-STU2026157-ASM08,STU2026157,ALG1-D,ASM08,100,62.0,No
TS-STU2026158-ASM01,STU2026158,ALG1-D,ASM01,25,20.5,No
TS-STU2026158-ASM02,STU2026158,ALG1-D,ASM02,25,18.6,No
TS-STU2026158-ASM03,STU2026158,ALG1-D,ASM03,25,15.5,No
TS-STU2026158-ASM04,STU2026158,ALG1-D,ASM04,100,65.0,No
TS-STU2026158-ASM05,STU2026158,ALG1-D,ASM05,25,13.5,No
TS-STU2026158-ASM06,STU2026158,ALG1-D,ASM06,25,16.3,No
TS-STU2026158-ASM07,STU2026158,ALG1-D,ASM07,25,19.5,No
TS-STU2026158-ASM08,STU2026158,ALG1-D,ASM08,100,58.9,No
TS-STU2026159-ASM01,STU2026159,ALG1-D,ASM01,25,19.4,No
TS-STU2026159-ASM02,STU2026159,ALG1-D,ASM02,25,16.3,No
TS-STU2026159-ASM03,STU2026159,ALG1-D,ASM03,25,20.9,No
TS-STU2026159-ASM04,STU2026159,ALG1-D,ASM04,100,76.2,Yes
TS-STU2026159-ASM05,STU2026159,ALG1-D,ASM05,25,20.2,No
TS-STU2026159-ASM06,STU2026159,ALG1-D,ASM06,25,16.5,No
TS-STU2026159-ASM07,STU2026159,ALG1-D,ASM07,25,17.4,No
TS-STU2026159-ASM08,STU2026159,ALG1-D,ASM08,100,71.2,No
TS-STU2026160-ASM01,STU2026160,ALG1-D,ASM01,25,21.0,Yes
TS-STU2026160-ASM02,STU2026160,ALG1-D,ASM02,25,20.7,No
TS-STU2026160-ASM03,STU2026160,ALG1-D,ASM03,25,22.1,No
TS-STU2026160-ASM04,STU2026160,ALG1-D,ASM04,100,78.8,Yes
TS-STU2026160-ASM05,STU2026160,ALG1-D,ASM05,25,21.3,No
TS-STU2026160-ASM06,STU2026160,ALG1-D,ASM06,25,23.2,No
TS-STU2026160-ASM07,STU2026160,ALG1-D,ASM07,25,22.2,No
TS-STU2026160-ASM08,STU2026160,ALG1-D,ASM08,100,80.5,No
